duration,intensity_
5,0.5358641604586545
10,2.286765082293602
13,2.50630656284752
12,1.3691874398747252
6,0.8873780790025325
6,0.7770820389828579
14,1.144114172150676
13,0.9029171322869374
25,0.8441597129430853
5,1.376640428608587
9,1.6264038744237617
12,2.472871257771345
5,1.2080248857012013
10,1.0642751384701938
35,2.3669149372414005
18,3.098080889355309
8,1.81637727189705
8,1.2358433503800832
15,0.9930422572284954
5,1.5124412151967341
14,2.051479703313884
7,1.7450305995514803
5,0.7240951226720416
13,1.5159636106031424
12,2.1179262309408315
66,1.7309028126528325
14,0.887416770972921
17,2.2848035672686073
14,0.926686332605664
6,1.3198044281614418
10,1.4647547697983043
16,1.3956904858429091
7,2.1618196675451387
14,2.8108870303131965
5,1.188454654953766
6,1.7628805778091383
10,1.1762405905797717
19,2.398064234640554
19,2.4654282025532446
19,1.0680254960527993
5,1.0685769260940408
5,1.3034011281623563
27,2.412952758125936
8,1.9732730307429946
49,1.0173085933610526
7,1.7480642152501105
9,1.293129848317033
21,1.8581037489092367
10,0.5507532930277943
7,0.7929399815777209
5,0.5462046854208875
9,2.8076047611215316
6,1.1188390026039947
7,1.7741495717314635
7,1.415528974440626
14,1.4957383165360376
9,0.8903556566721065
7,0.40066903515397634
6,0.5675706772330944
6,2.1618196675451387
18,1.6612565748153223
9,1.5128221531202755
11,1.1680239701739001
6,1.0575106693191891
8,1.528900501378331
5,1.2066781491262724
13,1.747925391707433
23,1.5559949570826923
7,0.7266408100783881
14,3.9908181920572616
10,1.1653510704732035
9,0.9370537643925871
5,0.6789383787962127
13,1.1649122453767742
5,0.4764956088431198
11,1.5251303462751267
31,4.7441455976022695
53,3.2421736698220904
14,1.7544926454701901
7,0.9579012792122938
9,1.1058292799098233
5,1.0827062192183483
17,2.029931880395335
22,0.9593439266652641
17,0.8169404117404646
6,0.6968868331484561
9,1.618394825797143
14,3.0324024762934556
15,3.5024340355142165
26,2.274230014830593
19,2.0555890540322768
8,1.7506837862059221
42,3.760642883176825
10,1.3610979757574597
30,1.9983675515923736
57,1.9305155307550041
11,0.7602621329190455
8,0.4306687681251766
8,0.6632122969445877
10,1.216686294458663
53,4.471170441836708
14,1.9834014333381589
15,4.722459541531389
8,2.0981723228355555
19,1.2255894514445913
7,1.5218738201946067
8,1.1851321010358262
19,3.673704923171776
9,2.2480642152501105
6,1.7199831088509718
22,2.6391271367020472
5,1.1058292799098233
47,2.427535054701437
6,0.8465982396688752
6,1.5495890531963994
12,1.656561378859351
27,3.3044574895884544
69,3.9743618663607414
19,2.4624350273355162
10,3.153130458668535
44,2.634618673820121
52,2.0260423393085816
37,0.8764876696890909
8,0.5563082237137156
18,0.7792937799148358
5,0.6157243056569808
21,1.826402893944147
5,2.8468543968484994
6,1.1824040021723548
16,2.8124354088053174
24,3.9876580727764903
6,1.5696559732180084
5,1.1587678522209686
5,1.2728749491843825
7,1.4251318721540258
40,2.7006434172345237
8,1.5638974932174001
12,1.3694449104270525
26,0.684239078610533
13,0.9187511026307771
8,0.8560110519269504
22,1.3141036177409102
9,1.1729160564556658
7,3.647885623538585
150,3.157203533190682
32,0.6020689488210227
5,0.4362398657872717
18,2.1115996603661067
11,2.5214659548655796
58,5.0067087156681644
15,2.9408880984283954
8,1.8175303963075642
8,1.2511114811339397
66,1.8373087040806872
35,1.0729172085808365
5,0.32929397064973465
24,1.2554830470402205
7,3.003584134541928
5,1.5081721702476578
54,3.135829966555324
12,1.206668461863341
58,2.0841594423737266
6,0.666307880391015
74,2.5676076521738462
14,3.6288989754994283
19,5.255448911394204
19,2.021691723975632
9,2.20834737190118
8,1.8943129266345977
27,1.14006637008454
13,3.167464094795166
9,1.7306809373364338
160,4.441988835362345
39,2.244231235533693
11,0.5567703589845685
19,0.5576138790052401
5,0.9900303081297253
24,4.636378874069852
10,3.6183290473679683
45,3.6275298622498653
23,1.9219145579430545
17,1.3079993346013339
9,0.8693437740773646
70,1.1868866042666557
14,1.174239494879581
26,1.6195092989687048
16,2.216304944918445
6,2.004168910149833
57,3.200266695298655
31,3.6991873635807266
23,1.2841278311811486
7,1.5176116579692458
